3,0,0,0,0,1,0,0,211.335297272279,0,0,0,0,0,0,0,0,0,0,0,0
6,2.46202791135065,0,0,0,1,0,1,126.09316996929,0,0,0,0,0,0,0,0,0,0,0,0
7,153.839635322688,0,0,0,1,0,1,153.839635322688,0,0,0,0,0,0,0,0,0,0,0,0
9,504.962166362442,0,0,0,1,0,1,510.349134568012,0,0,0,0,0,0,0,0,0,0,0,0
14,207.849667129035,0,0,0,1,0,1,207.849667129035,0,0,0,0,0,0,0,0,0,0,0,0
18,294.70273357854,0,0,0,1,0,1,294.70273357854,0,0,0,0,0,0,0,0,0,0,0,0
19,270.154516545966,0,0,0,1,0,1,270.154516545966,0,0,0,0,0,0,0,0,0,0,0,0
20,51.2306816570633,0,0,0,1,0,1,126.575851928125,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,1,0,0,242.662230708685,0,0,0,0,0,0,0,0,0,0,0,0
31,26.9843723779241,0,0,0,1,0,1,65.9967138255403,0,0,0,0,0,0,0,0,0,0,0,0
33,1.49443484261425,0,0,0,1,0,1,8.62004592702739,0,0,0,0,0,0,0,0,0,0,0,0
34,46.5478241027392,0,0,0,1,0,1,148.022123451041,0,0,0,0,0,0,0,0,0,0,0,0
