1,1,0,0,0,0,0,1,-3.97383810789707,0,0,0,0
2,1,186.990590578083,0,0,0,0,1,-3.09379036930704,0,0,0,0
3,1,0,0,0,0,0,1,-4.91170483287459,0,0,0,0
4,3,0,0,0,0,0,1,0,0,0,0,0
5,2,0,0,0,0,0,1,-3.08628896695694,0,0,0,0
6,2,0,0,0,0,0,1,0.192961031756527,0,0,0,0
7,2,0,0,0,0,0,1,-3.52072637692439,0,0,0,0
8,1,0,0,0,0,0,1,-2.22928277911987,0,0,0,0
9,1,0,0,0,0,0,1,-0.819033998349204,0,0,0,0
10,2,0,0,0,0,0,1,-2.89992522314361,0,0,0,0
11,1,0,0,0,0,0,1,-4.13754918622785,0,0,0,0
12,1,3.66817749000357,0,0,0,0,1,-1.609842621565,0,0,0,0
13,1,0,0,0,0,0,1,-4.22668102836336,0,0,0,0
14,2,0,0,0,0,0,1,-2.62408757812569,0,0,0,0
15,2,0,0,0,0,0,1,-3.81747598014388,0,0,0,0
16,2,0,0,0,0,0,1,-3.77650942025163,0,0,0,0
17,1,84.7548716931086,0,0,0,0,1,-3.97663101432674,0,0,0,0
18,1,0,0,0,0,0,1,-2.90229754459207,0,0,0,0
19,1,0,0,0,0,0,1,-3.28679138010851,0,0,0,0
20,1,173.898943921568,0,0,0,0,1,-4.2935247598478,0,0,0,0
21,1,0,0,0,0,0,1,-4.07820614226149,0,0,0,0
22,1,0,0,0,0,0,1,-4.28335738659731,0,0,0,0
23,1,0,0,0,0,0,1,-4.13313736389256,0,0,0,0
24,1,0,0,0,0,0,1,-4.03334150499636,0,0,0,0
25,1,155.068165121321,0,0,0,0,1,-4.10773570756933,0,0,0,0
26,1,0,0,0,0,0,1,-4.39019420791517,0,0,0,0
27,1,0,0,0,0,0,1,-3.74808873171413,0,0,0,0
28,2,0,0,0,0,0,1,-3.11289062429766,0,0,0,0
29,1,0,0,0,0,0,1,-4.10475980251219,0,0,0,0
30,1,753.895417914173,0,0,0,0,1,-4.46775319313724,0,0,0,0
31,1,0,0,0,0,0,1,-4.18383019177736,0,0,0,0
32,1,12.0261780705942,0,0,0,0,1,-2.89637075802432,0,0,0,0
33,1,0,0,0,0,0,1,-1.51813820353964,0,0,0,0
34,1,18.1252926101415,0,0,0,0,1,-6.23691044010936,0,0,0,0
35,1,0,0,0,0,0,1,-1.50347332065376,0,0,0,0
36,1,12.6030615032454,0,0,0,0,1,-2.32856071944283,0,0,0,0
37,1,231.440921085979,0,0,0,0,1,-0.722802037067497,0,0,0,0
