3,241.528661824327,0,0,0,1,0,1,241.528661824327,0,0,0,0,0,0,0,0,0,0,0,0
4,236.835250959438,0,0,0,1,0,1,236.835250959438,0,0,0,0,0,0,0,0,0,0,0,0
5,470.709845115351,0,0,0,1,0,1,477.415700003188,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,1,0,0,119.078757407813,0,0,0,0,0,0,0,0,0,0,0,0
12,0.775319964779372,0,0,0,1,0,1,1.05172754418997,0,0,0,0,0,0,0,0,0,0,0,0
13,24.7392085244519,0,0,0,1,0,1,62.4585253605043,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,1,0,0,268.613058365793,0,0,0,0,0,0,0,0,0,0,0,0
17,8.05290745278864,0,0,0,1,0,1,155.79620331299,0,0,0,0,0,0,0,0,0,0,0,0
21,11.226703487942,0,0,0,1,0,1,100.350975128178,0,0,0,0,0,0,0,0,0,0,0,0
24,86.7769924264449,0,0,0,1,0,1,96.6844681946422,0,0,0,0,0,0,0,0,0,0,0,0
25,221.884503287173,0,0,0,1,0,1,221.884503287173,0,0,0,0,0,0,0,0,0,0,0,0
27,243.654957851129,0,0,0,1,0,1,243.654957851129,0,0,0,0,0,0,0,0,0,0,0,0
29,14.043708936541,0,0,0,1,0,1,32.1419524102604,0,0,0,0,0,0,0,0,0,0,0,0
