4,1125.11101172343,0,0,0,1,0,1,1126.27030194679,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,1,0,0,271.303594213654,0,0,0,0,0,0,0,0,0,0,0,0
18,2.43825217855919,0,0,0,1,0,1,219.198969644967,0,0,0,0,0,0,0,0,0,0,0,0
21,229.433217304628,0,0,0,1,0,1,229.433217304628,0,0,0,0,0,0,0,0,0,0,0,0
25,73.9826830675604,0,0,0,1,0,1,73.9826830675604,0,0,0,0,0,0,0,0,0,0,0,0
27,6.62597069426471,0,0,0,1,0,1,163.790107061898,0,0,0,0,0,0,0,0,0,0,0,0
29,55.5398886989514,0,0,0,1,0,1,55.5398886989514,0,0,0,0,0,0,0,0,0,0,0,0
30,3.58518723196141,0,0,0,1,0,1,50.8247187433256,0,0,0,0,0,0,0,0,0,0,0,0
31,51.3628555801401,0,0,0,1,0,1,51.3628555801401,0,0,0,0,0,0,0,0,0,0,0,0
32,6.7972101129006,0,0,0,1,0,1,67.3219415524147,0,0,0,0,0,0,0,0,0,0,0,0
35,3.2915185022171,0,0,0,1,0,1,40.9372736452036,0,0,0,0,0,0,0,0,0,0,0,0
36,2.06026473575372,0,0,0,1,0,1,16.2355687666975,0,0,0,0,0,0,0,0,0,0,0,0
