1,3.5283224285451,0,0,0,1,0,1,28.0432453724744,0,0,0,0,0,0,0,0,0,0,0,0
5,52.9092403945768,0,0,0,1,0,1,81.3586096029228,0,0,0,0,0,0,0,0,0,0,0,0
7,517.585985996734,0,0,0,1,0,1,517.585985996734,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,1,0,0,120.334681955749,0,0,0,0,0,0,0,0,0,0,0,0
12,44.6255722447656,0,0,0,1,0,1,49.6352250018671,0,0,0,0,0,0,0,0,0,0,0,0
17,64.7823633328614,0,0,0,1,0,1,165.630847926367,0,0,0,0,0,0,0,0,0,0,0,0
23,611.132994007886,0,0,0,1,0,1,613.441424589056,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,1,0,0,389.177450676515,0,0,0,0,0,0,0,0,0,0,0,0
32,10.0199895660546,0,0,0,1,0,1,61.2918431585523,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,1,0,0,84.0582140870506,0,0,0,0,0,0,0,0,0,0,0,0
35,255.643591858941,0,0,0,1,0,1,255.643591858941,0,0,0,0,0,0,0,0,0,0,0,0
