4,639.069921476355,0,0,0,1,0,1,639.639694741604,0,0,0,0,0,0,0,0,0,0,0,0
7,345.230098259681,0,0,0,1,0,1,345.230098259681,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,1,0,0,151.483522345888,0,0,0,0,0,0,0,0,0,0,0,0
12,400.749577187346,0,0,0,1,0,1,400.749577187346,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,1,0,0,113.892207405577,0,0,0,0,0,0,0,0,0,0,0,0
16,18.7673380939599,0,0,0,1,0,1,156.059570864395,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,1,0,0,340.923548817665,0,0,0,0,0,0,0,0,0,0,0,0
23,56.9604744854278,0,0,0,1,0,1,56.9604744854278,0,0,0,0,0,0,0,0,0,0,0,0
26,3.26973502127129,0,0,0,1,0,1,6.03064246843413,0,0,0,0,0,0,0,0,0,0,0,0
31,76.0260819065547,0,0,0,1,0,1,76.0260819065547,0,0,0,0,0,0,0,0,0,0,0,0
32,0,0,0,0,1,0,0,2.75201917306115,0,0,0,0,0,0,0,0,0,0,0,0
35,20.1548333997691,0,0,0,1,0,1,76.4536825705952,0,0,0,0,0,0,0,0,0,0,0,0
