2,90.4494213329784,0,0,0,1,0,1,90.4494213329784,0,0,0,0,0,0,0,0,0,0,0,0
7,13.8330092920129,0,0,0,1,0,1,19.9617521886018,0,0,0,0,0,0,0,0,0,0,0,0
9,35.6418518626835,0,0,0,1,0,1,123.358940915685,0,0,0,0,0,0,0,0,0,0,0,0
11,76.060502009879,0,0,0,1,0,1,76.060502009879,0,0,0,0,0,0,0,0,0,0,0,0
14,11.3973076409118,0,0,0,1,0,1,11.3973076409118,0,0,0,0,0,0,0,0,0,0,0,0
15,601.073774323493,0,0,0,1,0,1,603.661749906052,0,0,0,0,0,0,0,0,0,0,0,0
16,369.870011062549,0,0,0,1,0,1,369.870011062549,0,0,0,0,0,0,0,0,0,0,0,0
18,345.777939335809,0,0,0,1,0,1,345.777939335809,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,1,0,0,161.975026565284,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,1,0,0,289.617859053873,0,0,0,0,0,0,0,0,0,0,0,0
32,4.11671471381163,0,0,0,1,0,1,5.53217727107832,0,0,0,0,0,0,0,0,0,0,0,0
33,5.69535422803539,0,0,0,1,0,1,63.2674333838804,0,0,0,0,0,0,0,0,0,0,0,0
35,6.31217402820585,0,0,0,1,0,1,9.98315630992724,0,0,0,0,0,0,0,0,0,0,0,0
