1,18.5367330592724,0,0,0,1,0,1,212.181798103099,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,1,0,0,104.364528403011,0,0,0,0,0,0,0,0,0,0,0,0
10,429.638326363778,0,0,0,1,0,1,441.201961035942,0,0,0,0,0,0,0,0,0,0,0,0
11,27.1159655301589,0,0,0,1,0,1,201.489899689631,0,0,0,0,0,0,0,0,0,0,0,0
14,81.3797745554105,0,0,0,1,0,1,189.05001916969,0,0,0,0,0,0,0,0,0,0,0,0
18,34.8063944868555,0,0,0,1,0,1,54.4778288789554,0,0,0,0,0,0,0,0,0,0,0,0
19,237.544962070741,0,0,0,1,0,1,237.544962070741,0,0,0,0,0,0,0,0,0,0,0,0
21,348.857256195211,0,0,0,1,0,1,348.857256195211,0,0,0,0,0,0,0,0,0,0,0,0
29,298.452030189506,0,0,0,1,0,1,298.452030189506,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,1,0,0,50.8917392434227,0,0,0,0,0,0,0,0,0,0,0,0
33,26.8229471947002,0,0,0,1,0,1,70.4606037515835,0,0,0,0,0,0,0,0,0,0,0,0
34,57.0736701847307,0,0,0,1,0,1,157.228493495437,0,0,0,0,0,0,0,0,0,0,0,0
