1,66.7417938238849,0,0,0,1,0,1,66.7417938238849,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,1,0,0,144.153445120045,0,0,0,0,0,0,0,0,0,0,0,0
8,626.979294352768,0,0,0,1,0,1,732.069069282267,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,1,0,0,384.809527780091,0,0,0,0,0,0,0,0,0,0,0,0
10,259.913097675174,0,0,0,1,0,1,259.913097675174,0,0,0,0,0,0,0,0,0,0,0,0
14,4.28982944126923,0,0,0,1,0,1,5.82339610664105,0,0,0,0,0,0,0,0,0,0,0,0
17,220.783909790283,0,0,0,1,0,1,220.783909790283,0,0,0,0,0,0,0,0,0,0,0,0
18,110.009614533746,0,0,0,1,0,1,110.009614533746,0,0,0,0,0,0,0,0,0,0,0,0
21,2.33532951449416,0,0,0,1,0,1,33.7185791499025,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,1,0,0,124.272257829233,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,1,0,0,162.175672135475,0,0,0,0,0,0,0,0,0,0,0,0
29,121.730756999488,0,0,0,1,0,1,121.730756999488,0,0,0,0,0,0,0,0,0,0,0,0
