1,482.340766454341,0,0,0,1,0,1,489.35655426226,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,1,0,0,235.688369690215,0,0,0,0,0,0,0,0,0,0,0,0
10,160.144634836811,0,0,0,1,0,1,160.144634836811,0,0,0,0,0,0,0,0,0,0,0,0
12,392.88582460538,0,0,0,1,0,1,392.88582460538,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,1,0,0,51.0064114282702,0,0,0,0,0,0,0,0,0,0,0,0
15,264.168893217194,0,0,0,1,0,1,264.168893217194,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,1,0,0,237.870267316482,0,0,0,0,0,0,0,0,0,0,0,0
27,161.360029116553,0,0,0,1,0,1,161.360029116553,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,1,0,0,183.344026358679,0,0,0,0,0,0,0,0,0,0,0,0
29,20.8545216820813,0,0,0,1,0,1,93.5305345307325,0,0,0,0,0,0,0,0,0,0,0,0
34,78.4733899180076,0,0,0,1,0,1,96.8455748636533,0,0,0,0,0,0,0,0,0,0,0,0
