5,580.678479946148,0,0,0,1,0,1,589.226530255752,0,0,0,0,0,0,0,0,0,0,0,0
6,136.266436443477,0,0,0,1,0,1,136.266436443477,0,0,0,0,0,0,0,0,0,0,0,0
9,84.4320609418144,0,0,0,1,0,1,84.6543423373813,0,0,0,0,0,0,0,0,0,0,0,0
11,9.86055100232717,0,0,0,1,0,1,120.802671671178,0,0,0,0,0,0,0,0,0,0,0,0
15,48.8807415593728,0,0,0,1,0,1,48.8807415593728,0,0,0,0,0,0,0,0,0,0,0,0
17,142.770681580312,0,0,0,1,0,1,142.770681580312,0,0,0,0,0,0,0,0,0,0,0,0
22,25.6825991762841,0,0,0,1,0,1,110.181818177558,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,1,0,0,310.146170647903,0,0,0,0,0,0,0,0,0,0,0,0
25,90.9935548261438,0,0,0,1,0,1,90.9935548261438,0,0,0,0,0,0,0,0,0,0,0,0
26,383.003518313531,0,0,0,1,0,1,383.003518313531,0,0,0,0,0,0,0,0,0,0,0,0
31,57.6594360409587,0,0,0,1,0,1,59.2348168315233,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,1,0,0,290.039837582098,0,0,0,0,0,0,0,0,0,0,0,0
