1,1,19.3911341687471,0,0,0,0,1,-0.687166747654795,0,0,0,0
2,3,0,0,0,0,0,1,0,0,0,0,0
3,1,354.3392995169,0,0,0,0,1,-1.93330832760988,0,0,0,0
4,1,0,0,0,0,0,1,-0.971823832553033,0,0,0,0
5,1,0,0,0,0,0,1,-1.05928022214056,0,0,0,0
6,1,228.188874482143,0,0,0,0,1,-2.17230647870456,0,0,0,0
7,1,0,0,0,0,0,1,-2.3974222833434,0,0,0,0
8,1,0,0,0,0,0,1,-0.763358415800581,0,0,0,0
9,2,0,0,0,0,0,1,-0.506315581532881,0,0,0,0
10,2,0,0,0,0,0,1,-0.630895004564982,0,0,0,0
11,1,18.1728053688339,0,0,0,0,1,-1.15350312941999,0,0,0,0
12,1,121.786532791184,0,0,0,0,1,-1.28381427186289,0,0,0,0
13,1,41.5743710160511,0,0,0,0,1,-0.897479496338742,0,0,0,0
14,1,38.0272629837177,0,0,0,0,1,-0.957717157140826,0,0,0,0
15,1,0,0,0,0,0,1,-0.785364530472057,0,0,0,0
16,2,0,0,0,0,0,1,-1.18713782957167,0,0,0,0
17,1,0,0,0,0,0,1,-1.10853238041027,0,0,0,0
18,1,0,0,0,0,0,1,0.223415412606994,0,0,0,0
19,1,191.031836226355,0,0,0,0,1,-1.52778375281466,0,0,0,0
20,1,42.1263601490503,0,0,0,0,1,-1.29355049781465,0,0,0,0
21,1,0,0,0,0,0,1,-0.426989193576244,0,0,0,0
22,2,0,0,0,0,0,1,0.469697922191274,0,0,0,0
23,1,0.62964085264996,0,0,0,0,1,-1.26130566436871,0,0,0,0
24,1,0,0,0,0,0,1,-1.20159760920214,0,0,0,0
25,1,0,0,0,0,0,1,-1.02670439524201,0,0,0,0
26,1,0,0,0,0,0,1,-1.38307712483976,0,0,0,0
27,2,0,0,0,0,0,1,-1.33077111716478,0,0,0,0
28,1,0,0,0,0,0,1,-0.0574375820458769,0,0,0,0
29,1,15.4108868679342,0,0,0,0,1,-0.813301468035201,0,0,0,0
30,2,0,0,0,0,0,1,-1.5455975601982,0,0,0,0
31,1,0,0,0,0,0,1,-1.26797432784948,0,0,0,0
32,1,0,0,0,0,0,1,-1.27867801479833,0,0,0,0
33,2,0,0,0,0,0,1,-0.869815077783085,0,0,0,0
34,1,0,0,0,0,0,1,-2.01660785195654,0,0,0,0
35,1,366.177399026726,0,0,0,0,1,-2.8758527265272,0,0,0,0
36,1,14.2634755758694,0,0,0,0,1,-1.76546704044291,0,0,0,0
37,1,0,0,0,0,0,1,-1.12228556142872,0,0,0,0
