1,1,200.73030777347,0,0,0,0,1,-6.4414664941299,0,0,0,0
2,1,0,0,0,0,0,1,-7.12596586345089,0,0,0,0
3,3,0,0,0,0,0,1,0,0,0,0,0
4,2,0,0,0,0,0,1,-10.4652300649436,0,0,0,0
5,1,0,0,0,0,0,1,-3.6098632149591,0,0,0,0
6,1,0,0,0,0,0,1,-8.23066936813036,0,0,0,0
7,1,0,0,0,0,0,1,-8.01410464042884,0,0,0,0
8,2,0,0,0,0,0,1,-5.45185475942316,0,0,0,0
9,1,0,0,0,0,0,1,-11.8714244914839,0,0,0,0
10,2,0,0,0,0,0,1,-6.19183538897009,0,0,0,0
11,1,0,0,0,0,0,1,-9.23220267423506,0,0,0,0
12,1,0,0,0,0,0,1,-8.44840958166656,0,0,0,0
13,1,16.3705345814078,0,0,0,0,1,-10.8015775476891,0,0,0,0
14,1,0,0,0,0,0,1,-11.8369907211625,0,0,0,0
15,2,0,0,0,0,0,1,-10.8717368314444,0,0,0,0
16,1,0,0,0,0,0,1,-8.52184719890946,0,0,0,0
17,1,0,0,0,0,0,1,-9.82219041918169,0,0,0,0
18,2,0,0,0,0,0,1,-3.8237099616769,0,0,0,0
19,1,0,0,0,0,0,1,-13.1129383514956,0,0,0,0
20,2,0,0,0,0,0,1,-4.15150976395899,0,0,0,0
21,1,0,0,0,0,0,1,-10.716773621923,0,0,0,0
22,1,0,0,0,0,0,1,-7.42765430039355,0,0,0,0
23,1,579.557813308085,0,0,0,0,1,-11.8823437742042,0,0,0,0
24,2,0,0,0,0,0,1,-7.04139369826424,0,0,0,0
25,1,309.820958512186,0,0,0,0,1,-13.5604665198193,0,0,0,0
26,1,0,0,0,0,0,1,-7.73569769654921,0,0,0,0
27,1,91.0842115451171,0,0,0,0,1,-11.9597450460103,0,0,0,0
28,1,0,0,0,0,0,1,-7.49275300822747,0,0,0,0
29,2,0,0,0,0,0,1,-6.59609650477809,0,0,0,0
30,1,0,0,0,0,0,1,-10.1217277107258,0,0,0,0
31,1,232.684866944631,0,0,0,0,1,-9.00126001640731,0,0,0,0
32,1,0,0,0,0,0,1,-8.17615970970801,0,0,0,0
33,1,110.36204368111,0,0,0,0,1,-6.89294382872373,0,0,0,0
34,2,0,0,0,0,0,1,-7.31304301538826,0,0,0,0
35,1,0,0,0,0,0,1,-8.64168764382681,0,0,0,0
36,2,0,0,0,0,0,1,-9.46425629602266,0,0,0,0
37,1,19.6173234843587,0,0,0,0,1,-10.4741225591357,0,0,0,0
