2,409.149578235779,0,0,0,1,0,1,409.149578235779,0,0,0,0,0,0,0,0,0,0,0,0
3,480.296707897871,0,0,0,1,0,1,480.980200535358,0,0,0,0,0,0,0,0,0,0,0,0
8,0.174598723344353,0,0,0,1,0,1,143.44879180142,0,0,0,0,0,0,0,0,0,0,0,0
10,338.288029149257,0,0,0,1,0,1,338.288029149257,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,1,0,0,123.028629740834,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,1,0,0,13.1265974262803,0,0,0,0,0,0,0,0,0,0,0,0
21,1.07463282074373,0,0,0,1,0,1,38.820208896692,0,0,0,0,0,0,0,0,0,0,0,0
23,316.366231807968,0,0,0,1,0,1,316.366231807968,0,0,0,0,0,0,0,0,0,0,0,0
24,10.0667009509603,0,0,0,1,0,1,117.326536952267,0,0,0,0,0,0,0,0,0,0,0,0
25,0.0718765283118542,0,0,0,1,0,1,288.707926357192,0,0,0,0,0,0,0,0,0,0,0,0
33,3.12822654143755,0,0,0,1,0,1,34.9664522906151,0,0,0,0,0,0,0,0,0,0,0,0
35,1.61147717469243,0,0,0,1,0,1,61.9919370325661,0,0,0,0,0,0,0,0,0,0,0,0
