7,42.2599663057524,0,0,0,1,0,1,42.2599663057524,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,1,0,0,277.579526119164,0,0,0,0,0,0,0,0,0,0,0,0
12,471.229357098904,0,0,0,1,0,1,635.555614480186,0,0,0,0,0,0,0,0,0,0,0,0
14,312.005698348786,0,0,0,1,0,1,312.005698348786,0,0,0,0,0,0,0,0,0,0,0,0
15,57.3387322361501,0,0,0,1,0,1,57.3387322361501,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,1,0,0,263.694410239005,0,0,0,0,0,0,0,0,0,0,0,0
21,633.1599371455,0,0,0,1,0,1,633.1599371455,0,0,0,0,0,0,0,0,0,0,0,0
26,10.6450247208048,0,0,0,1,0,1,12.1905783263197,0,0,0,0,0,0,0,0,0,0,0,0
29,15.5881380332364,0,0,0,1,0,1,15.5881380332364,0,0,0,0,0,0,0,0,0,0,0,0
32,18.0012059412314,0,0,0,1,0,1,116.828518992128,0,0,0,0,0,0,0,0,0,0,0,0
