2,8.73338462426474,0,0,0,1,0,1,22.2880833612203,0,0,0,0,0,0,0,0,0,0,0,0
3,657.114910563574,0,0,0,1,0,1,794.132450601805,0,0,0,0,0,0,0,0,0,0,0,0
4,23.5449702356584,0,0,0,1,0,1,23.5449702356584,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,1,0,0,501.719976115587,0,0,0,0,0,0,0,0,0,0,0,0
9,55.9501985784093,0,0,0,1,0,1,209.6310440835,0,0,0,0,0,0,0,0,0,0,0,0
15,245.009146061817,0,0,0,1,0,1,245.009146061817,0,0,0,0,0,0,0,0,0,0,0,0
17,292.966063817092,0,0,0,1,0,1,292.966063817092,0,0,0,0,0,0,0,0,0,0,0,0
18,92.7386883867309,0,0,0,1,0,1,92.7386883867309,0,0,0,0,0,0,0,0,0,0,0,0
30,123.665041037573,0,0,0,1,0,1,123.665041037573,0,0,0,0,0,0,0,0,0,0,0,0
33,60.505656525246,0,0,0,1,0,1,60.505656525246,0,0,0,0,0,0,0,0,0,0,0,0
